MPP3_KO1	MPP3_KO2	MPP3_KO3	MPP3_KO4	MPP3_WT1	MPP3_WT2	MPP3_WT3	MPP3_WT4	MPP4_KO1	MPP4_KO2	MPP4_KO3	MPP4_KO4	MPP4_WT1	MPP4_WT2	MPP4_WT3	MPP4_WT4
Vps13c	304.8	92.8	186.6	274.3	281	206.4	179.4	148.7	263.1	103.7	208.2	164.6	170.6	164	98.5	130.1
G2e3	1660.9	1424.2	1290.2	1416.6	1828.5	1318.6	1811.7	1676.9	1951.7	1426.8	1290.5	1895.3	1847.5	1778.6	1668.5	1699.7
Cops4	7197.9	7478.2	7512.9	7416.8	6481.7	6800.9	6690.5	6950.4	7782.8	6991.7	7497.8	7609.9	7473.7	8111.7	6766.8	7163
Klhl35	57.2	79.7	85.7	55.9	27.7	64.6	52	93.4	80.8	134.4	111.4	14.8	38.5	66.3	95.6	166.2
Lin54	907.8	772.2	1070.3	922.1	482.1	702.1	693.5	1143	784.2	908.3	1061.1	861.4	569.6	787.4	968.8	982
Gnptab	4109.6	3717.1	3633.6	3020.9	2686.3	2954.6	3451.9	4010	3236.2	2980.2	3197.8	2434.5	2338.5	2693.8	3354	4038.9
Sec31a	3210.2	3476.7	3989.8	3197.7	3342	4544.2	2905.7	4036.3	3613.3	3420	3735	3155.9	2940.6	4058.9	3498.8	4263.1
Fbxo33	329.2	268.9	313.3	270.7	242.7	235.9	358.9	199.4	427.8	260.2	327.6	222.7	262.6	196.6	369.7	251.8
Lzts2	787.8	704.4	427.5	434	1185.7	1508.2	709.1	767.7	905.4	950.5	941.7	501.7	1268.8	1146.8	1099.6	1540.2
Nup37	3193.4	2739	2817.6	2736.6	2555.4	2628.8	2632.7	2809.9	3014.5	2624	2658	2454.2	2837.8	2439.4	2561.6	2877.3
Uvrag	1904.8	1878.8	1744.4	1717.1	1645.4	2190.7	1774.5	2009.5	2466.5	2510.7	3047.9	2776.5	2389.5	2610.6	3415.7	3422
Nfkbiz	709	164.2	734.2	374.5	421.5	601	1151.2	600	1020.4	302.4	1241.5	875.2	623.1	950.2	2474.9	1136.5
Parpbp	411.7	324.8	378	406	386.3	280.9	448.2	336.3	647.4	480.1	436.4	444.5	695.9	649.9	520.4	576.6
Rmi1	961.3	989.9	709.4	862.6	894	966.1	928.4	891	741.7	711.5	681.7	751	777.8	740.4	874	763.8
Adat3	197.9	299.8	260	295	316.1	247.2	204.6	239.3	419.5	391.7	262.6	236.5	397.3	418.4	448.4	386.9
1810055G02Rik	305.7	223.7	260.9	317.6	298	323	150	182.2	330.5	341.8	322.3	341	421.5	418.4	284.5	267.8
Hacd2	1682.5	1862.1	1873.9	2104.1	2018	1776.4	1622.8	1719.5	1723.8	1693.7	1848.9	1962.4	2040.7	1708.7	1469.3	1429.4
Shq1	1563.4	1781.2	2269.1	2281.9	1656.1	1831.2	2100.4	2136.4	1395.4	1789.7	1843.6	2072.7	1899.4	2056	1919.9	1696.3
Pcsk7	827.2	890	1137.9	1107.1	1551.8	1086.9	919.7	843.9	1131.2	1153.1	1298.5	1194.6	1155.8	1331.2	1331.2	1057.6
Dennd1a	647.1	604.4	743.7	807.5	648.2	703.5	719.5	742.4	810.1	584.7	844.9	710.6	676.6	910.4	852.6	917.4
Klf16	461.4	500.9	357.1	516.1	283.1	418.5	450.8	467.7	758.3	762.3	553.1	519.4	385.6	371.4	496.2	576.6
Oser1	2736.6	2980.6	2785.2	2930.6	2568.2	2824	2847.7	2935	2840.5	2970.6	2993.5	3147.1	2744.1	2778.3	3175.4	3011.6
Emsy	1734.1	1598	1883.5	2249.4	2035	1932.3	1860.3	1687.7	1967.2	1662	1722.9	2264	2306.7	1784.6	1949.3	1618.3
Tmem98	1413.3	1888.3	1643.5	1890.3	2265.9	1880.3	1713.8	1840	930.3	925.6	1327.7	1242.9	1471.2	1034.6	1320.9	1191
Rabgap1	498	134.5	379	544.1	704.6	584.2	568.7	411.5	416.4	371.6	347.5	629.8	650.7	745.2	516.7	502.8
Haus8	1824.1	1982.3	2192.9	2180.8	2352.2	1812.9	1700.8	1847.3	1804.6	2746.9	1909.9	2376.3	2514.9	2160.9	2086.8	2172.2
Myo1d	101.3	84.5	80	102.9	158.6	85.7	125.7	81.6	0	15.4	22.5	51.3	39.3	13.3	22.1	18.5
Thyn1	1725.6	1815.7	1613	1696.3	1479.4	1489.9	1651.4	1744.8	1775.6	1779.1	1566.4	1438	1462	1450.6	1329.7	1337.1
Fignl1	5505.1	5182.9	5618	6413.5	5977.2	5803.9	5201.2	5430.3	4826.3	5371.9	5622.4	5239.5	5914.7	5859.2	5193	5352.5
Tnni3	57.2	46.4	85.7	80.3	91.5	137.6	84.1	70.7	87	59.5	59.7	76.9	104.5	88	97.8	62.1
Rcbtb1	1256.7	1245.8	1140.7	1040.3	945.1	1067.2	898.9	1154.8	948.9	1397	1333	1209.3	1171.7	1290.3	1468.6	1778.6
Galm	707.1	975.7	852.2	934.8	1048.4	831.3	867.7	900.1	452.7	570.3	676.4	601.2	852.3	701.8	603.5	858.7
Tab3	127.5	130.9	176.2	97.4	64.9	139	189.8	104.2	239.3	106.6	122	127.1	196.5	170	83.1	143.5
Mbd3	3217.7	3768.2	4268.8	3292.5	2295.7	2998.1	3327	3638.3	4203.8	5115.6	5468.5	4193.8	2616.1	3583.8	4457.3	4420.9
Tgfbi	740	1004.2	1100.8	766.9	526.8	492.9	384.9	518.5	844.3	722	537.2	445.5	567.9	293	541.7	376.9
Tstd2	1419	1335	1519.7	1771.2	1878.5	1652.8	1562.1	1426.7	1286.6	1473.8	1391.3	1416.3	1656.8	1646	1368.6	1487.3
Cdcp1	392	273.7	119	198.5	177.7	273.8	93.6	188.5	326.3	200.7	257.3	246.4	314.5	318.3	287.4	134.3
Reep6	284.2	341.5	248.5	318.5	289.5	235.9	243.6	254.7	213.4	322.6	252	251.3	125.5	235.1	106.6	287.9
Cox18	1293.3	1237.4	1291.2	1284	1208	1227.3	1120.9	1282.6	1128.1	1040.8	1295.8	1206.4	1344	1436.2	1241.5	1352.2
Ntng2	147.2	60.7	81.9	102	40.4	64.6	31.2	46.2	70.4	110.4	157.8	100.5	15.9	57.9	61	85.6
Tdrd7	402.3	379.6	430.4	313.1	222.4	355.3	338.9	364.4	266.2	246.8	526.6	347.9	162.3	171.2	338.9	274.5
Gnptg	1082.3	1154.1	1094.1	1367.9	1436.8	1313	1233.5	1507.4	1192.3	1369.1	1451	1049.7	1562.3	1407.2	1359.8	1627.5
Prdm4	1102	1381.4	1153.1	895.1	353.4	905.8	868.6	1220.9	1398.5	1379.7	1334.3	1041.8	418.2	900.8	1265.7	1565.4
Eif1	21542.2	21652.7	20918.1	20509.1	19462.2	21144.1	22971.1	20776.8	22010.1	23120.9	23327.7	21872.7	22153.5	21983.7	24581.9	22043.8
Leng8	3186.8	1875.2	2366.2	2345.1	5046	5343.3	2582.4	2681.2	3980	2718.1	2593	2383.2	4142.5	4431.5	5410.6	3864.4
Capn5	1335.5	1214.8	1296	787.7	1600.7	1435.2	1206.7	1592.6	1381.9	1782	1299.8	916.6	1497.1	1274.6	1392.9	1852.4
Mpv17l2	1773.5	1690.8	1860.6	1801	1672.1	1669.7	1725.9	1903.5	1619.1	1926	1953.7	1605.6	1584.1	1857	1625.2	2055.6
Aldh1b1	829.1	1116.1	1057.9	874.3	701.4	770.9	582.5	814	1593.2	1522.8	1668.5	1259.6	1384.2	1293.9	1341.4	1294.3
Ankrd11	5809.9	5959.9	5490.4	5744.9	4394.6	3968.5	5767.3	5550	6120.2	5929.8	6972.6	5980.7	4675.3	4180.7	5128.4	5648
Dcaf10	447.4	415.3	391.4	340.2	162.8	345.5	424.8	391.6	586.3	433	644.6	404.1	218.3	268.9	384.4	326.5
Utp6	2276.1	2634.3	3163.2	3257.3	3102.5	2902.6	2963.8	2504.4	2665.4	2632.7	2738.9	3398.4	2988.3	2872.3	2538.8	2824.4
Tsen34	2994.5	3768.2	3040.4	3380	3227	3013.6	2828.6	3040.1	3372.9	4159.3	3233.6	3688.2	3252.6	3452.3	3506.1	3741
1600002K03Rik	188.5	218.9	243.8	249.9	268.2	250	267	195.8	286.9	213.1	271.9	253.3	249.2	313.5	186	187.2
Mboat7	2467.5	2322.6	2492.9	2468.7	3197.2	3536	2607.5	2850.7	2788.7	3116.6	2963	2825.8	3052.7	3129.2	3624.5	3433.8
Prpf39	2721.6	2173.8	1931.1	2078	2080.7	2367.6	2326.7	2356.7	2736.9	1798.3	1729.5	2244.2	2019	2394.8	2395.5	1953.2
Trmt10b	1282	1356.4	1357.9	1389.5	1144.1	1327	1491	1467.5	1050.4	1226.1	1033.2	1085.2	1327.3	1285.4	1032	1199.4
Fam179b	892.8	790.1	857	1094.5	1133.5	977.4	921.5	946.3	883.6	573.2	932.4	1208.4	1182.6	1250.5	972.5	1182.6
Ric8b	729.6	970.9	795.1	933.9	815.3	690.9	998.6	932.7	804.9	837.2	790.5	908.7	618.1	683.7	835	630.4
Midn	212	240.3	195.2	201.2	189.4	275.2	260.1	259.2	387.4	290.9	302.4	206	153.1	302.7	371.9	370.2
Rsf1	2867	2859.2	2649	2625.7	1832.8	2478.5	2976.8	2881.5	2455.1	2175.7	2444.4	2779.4	2600.2	2734.8	2447.7	2157.1
Rubcn	1004.4	759.1	801.8	1099.9	1452.8	1084.1	901.5	1020.6	1174.7	841.1	1258.7	1059.5	888.2	997.2	932.8	1076
Cnot3	2184.2	2026.3	2155.8	2223.2	3603.8	3638.5	2132.5	2320.4	2636.4	2782.5	2933.9	2204.8	3071.1	3162.9	2895.3	3213.9
Grhpr	939.7	1304.1	980.8	977.2	1009	998.4	1088.8	1294.4	738.6	1139.7	1092.9	1043.8	1088.1	1037	992.3	934.2
Cbarp	343.3	245.1	193.3	119.1	188.4	334.2	215.8	331.7	338.7	277.5	310.4	178.4	289.4	282.2	255.8	350
Aamdc	1277.3	1185.1	1403.6	1209.1	1378.3	1303.2	1136.5	1076.8	1150.9	1242.4	1209.6	1420.3	1324.8	1506.1	1212.8	1337.9
Zcchc7	2187	1520.6	2002.5	2095.1	1390	2149.9	1964.3	1847.3	2213.8	1397	1838.3	1894.3	1732.1	2222.4	1949.3	1578
Gtf3c4	1323.3	1076.8	1032.2	996.1	880.2	1043.4	1086.2	1314.3	1420.2	1362.4	1175.1	973.8	813.8	1207	1185.6	1284.2
Zswim4	468	411.7	423.7	241.8	306.5	285.1	277.4	448.7	579.1	564.6	594.2	370.6	342.1	329.2	643.2	606.8
Sbno2	1824.1	1622.9	1456.9	1969.7	2931.1	2814.2	1476.3	1915.2	1808.7	1478.6	1661.9	1398.6	2158.6	1828.1	1964.8	2210
Ndufa3	3443.8	3555.2	3588.9	3660.6	3389.9	3405.4	3455.3	3583	3571.8	3887.6	3741.6	3863.6	3637.3	3511.4	3159.9	3580.7
Tnfsf9	304.8	284.4	294.2	337.5	368.3	346.9	394.4	242.9	192.7	285.2	153.9	315.4	341.2	293	227.1	277
Melk	1754.7	1537.3	1681.6	1404.9	1396.4	1282.1	1641	1647	1995.2	2166.1	1598.2	2263	2039.9	1578.4	1858.2	1935.5
Isg15	582.4	730.6	983.6	623.5	510.9	508.3	413.5	551.1	519	547.3	1407.2	689.9	687.5	922.5	474.1	751.2
Rnf38	2737.6	2539.1	2012	1900.2	1516.7	2152.7	2245.2	2725.6	2711	2577	2554.5	2297.5	2057.4	2068	3489.2	3140
Hmha1	8960.2	8565.7	10256.2	9484	14090.6	13071	8504	9854.5	9270.4	9574.4	11612.1	9316	13319.9	12000.5	13324.8	12126.1
Alg8	2887.6	2758.1	2675.7	2964.9	2602.3	3249.5	2554.7	2777.2	2637.4	2577	2805.2	2968.7	2811.8	3199.1	2489.6	2363.6
Dok3	887.2	1424.2	1837.8	1522.2	1247.4	912.8	840	1298.9	532.5	723.9	852.8	704.7	664.1	385.9	699.8	772.2
Abca7	1102	810.3	989.3	892.4	1731.7	1317.2	1072.3	1050.5	1117.8	1150.2	880.7	963.9	1126.6	1009.3	1269.4	902.3
Prkx	751.2	724.6	848.4	829.2	687.6	658.6	875.5	567.4	479.6	743.1	701.6	804.3	673.3	775.4	653.4	684.1
Supt16	1917	1937.1	1796.8	2259.3	1646.5	1970.2	2042.3	1964.2	2130.9	1732.1	1493.5	2608.9	1653.5	1501.3	1880.2	1439.5
Wdr18	7331.1	8976.2	8942.2	9041.9	9354.3	8311.9	6941	8403.3	8104	9728.1	8428.9	9234.2	8595.3	8235.9	7907.5	8357.4
Selo	728.7	887.6	1003.6	896	529	1075.7	801.9	755.9	776.9	849.7	1119.4	664.3	516	922.5	955.5	894.7
Bbs10	193.2	79.7	141.9	92.9	155.4	103.9	115.3	148.7	129.5	78.7	140.6	140	91.2	98.9	140.4	157
Tmem161b	94.7	44	48.6	122.7	200.1	155.9	98.8	67.1	37.3	87.4	49.1	94.6	191.5	80.8	39	62.1
Fbxo45	174.4	220.1	318	369.9	259.7	303.3	350.2	350.8	555.3	440.7	241.4	448.5	291.9	259.3	172.7	218.2
Dym	3179.3	2960.3	3401.3	3192.3	2606.5	3162.4	3184.9	2735.6	2783.5	2650.9	3240.2	3042.6	2814.4	3454.7	3134.9	3283.5
Xylb	175.4	157.1	191.4	182.3	385.3	141.8	154.3	129.6	198.9	186.3	201.6	246.4	225	192.9	70.6	251.8
Dync1li2	2929.8	2660.5	2222.5	2731.2	2738.5	2419.6	2442.8	2332.2	2609.5	2709.5	2110.2	2450.2	2257.3	2387.6	2680	2398.9
Mrps2	2370.9	2435.6	2352	2703.3	2107.4	3057.1	2491.4	2583.3	2443.7	2242.9	2736.2	2873.1	2476.5	2810.8	2298.5	2554.1
Cd99l2	1094.5	690.1	732.2	731.8	965.3	769.5	884.2	686.2	968.6	724.9	733.5	606.2	805.4	688.5	770.3	747.9
Ggta1	2966.4	3086.4	3167	3027.2	3021.6	2607.7	2417.7	3237.7	5281.1	3761.8	4648.8	4398.8	4038.8	4596.7	4418.3	4127.9
R3hdm4	6044.4	6371.6	5752.3	6005.6	6947.9	6062.2	5990	5792	5773.2	6455.9	5939.4	5502.7	6319.5	5326.2	6174.3	6069.3
Cep19	1881.3	1683.6	1805.4	1895.7	2130.8	1810.1	1849	1714.9	1923.7	2287	1846.3	1963.3	2019.8	2351.4	2325.7	2186.5
Zdhhc17	1098.2	817.4	1018.9	1066.5	1064.3	1065.8	861.7	869.2	774.9	596.2	848.9	727.4	740.2	848.9	749	669
Tk2	1192.9	1217.2	1484.5	1182.9	1255.9	1425.3	1516.1	1125.8	1449.2	1321.1	1606.2	1530.7	1717	1504.9	1820.7	1843.2
Pim3	1221.1	1514.7	1268.3	1305.6	1660.3	1616.3	1335	1407.7	1247.2	1429.6	1925.8	1407.5	1738.8	2194.6	2309.5	1782.8
Ppp1r26	165.1	130.9	187.6	148	394.9	365.1	118.8	168.6	180.2	175.7	148.6	89.7	195.7	190.5	107.3	279.5
Polr3g	858.1	857.9	803.7	836.4	728	717.6	1125.2	796.7	850.5	742.2	614.1	635.7	844.7	751.2	612.3	799.1
Plppr3	6618.4	6226.4	6495	5342.5	9618.3	8754.2	6653.2	7101.7	6668.2	7025.3	7568.1	5643.6	7324	8128.6	9079.9	9581.2
Lysmd3	1033.5	881.7	787.5	888.8	1046.2	726	805.3	745.1	864	687.5	692.3	748.1	715.1	1090.1	998.9	612.7
Ddx11	1198.6	1383.8	2057.7	1978.7	2211.7	2137.3	1980.8	1473.8	1549.7	1457.5	2070.4	1551.4	2220.5	2291.1	1605.3	1569.6
Alg12	278.5	471.2	730.3	758.8	589.6	626.3	495	616.4	586.3	492.5	573	438.6	625.6	719.9	536.6	475.9
Ids	199.8	204.7	56.2	143.5	146.9	205	225.4	116.9	222.7	145	175.1	161.6	143.9	118.2	122	142.7
Ythdc1	2911.1	2662.9	2800.4	2890.9	1673.1	2784.7	3093	2528	2845.7	2806.5	2960.4	2961.8	2195.4	2704.7	2891.6	2323.3
Palm	3037.7	4309.6	3862.2	2372.1	2127.6	2289	2057.1	3023.8	3404	5037.8	3465.7	1935.7	2048.2	2728.8	3327.5	4106.9
3110052M02Rik	320.7	283.2	240	223.8	208.6	214.9	312.9	228.4	203	218.9	242.7	319.3	269.3	242.4	282.3	278.7
Zhx3	443.6	401	459	527.8	690.7	485.9	762	615.5	803.9	659.6	626	941.3	1015.3	862.2	711.5	674
Cox8a	10295.6	11728.3	11995	11993.2	11882.1	10547.5	10511.6	11672.8	11027.3	13074.1	11373.4	11939.7	11333.5	10939.4	10329.5	11871.8
Rnf126	793.4	792.4	880.8	866.2	675.8	904.4	614.6	855.7	1262.8	1529.5	1248.1	853.5	758.6	830.8	785	1046.7
Cerk	1096.3	1332.6	1205.5	1168.5	746.1	1110.8	1044.6	1320.6	1102.2	979.3	1045.2	755	681.6	754.9	1287.8	1233.8
Uba6	1346.7	1346.9	1100.8	1688.2	1442.2	1633.2	1500.5	1396.8	971.7	916	904.6	1479.4	1421.8	1666.5	1245.2	940.9
Gramd4	774.7	813.9	774.1	583.8	851.5	650.2	655.4	762.3	906.4	1243.4	791.8	723.4	907.5	822.4	840.1	914.9
Dennd5a	1821.3	1897.8	1807.3	2067.1	1822.1	2085.3	2365.7	1874.5	2454.1	2267.8	2045.2	2191	2654.6	2058.4	2053.7	1857.5
Cd276	12.2	111.8	34.3	18.9	16	101.1	65	42.6	130.5	282.3	148.6	171.5	167.3	185.7	219.8	252.6
Bbs9	981	1043.5	871.3	1047.6	1104.8	1138.9	868.6	883.8	728.2	988	1159.2	788.5	1223.6	1025	1196.6	1037.4
H2-Q4	164.1	91.6	143.8	182.3	179.9	216.3	169.9	165.9	134.7	92.2	199	140.9	147.2	179.7	174.9	205.6
Cog5	1222	1069.7	989.3	1281.3	1069.6	1301.8	1251.8	1131.2	1033.8	811.3	1046.5	1056.6	1134.1	1310.7	1118.7	995.5
Aldh5a1	156.6	132.1	121.9	95.6	106.4	127.8	148.2	132.3	154.4	150.7	95.5	43.4	87	110.9	144.1	104.1
Ibtk	1711.6	1903.7	1620.7	1947.1	2083.9	1985.6	1719.9	1622.5	1774.5	1747.4	1806.5	1639.1	1866.8	2604.6	1999.3	1817.2
Ttc38	988.5	1029.2	1206.4	1295.7	1145.2	883.3	1164.2	1023.3	939.6	1170.4	1204.3	1575	1119.9	1178.1	1076.1	1430.3
Fbxw2	4209	4064.5	4165	4399.6	4021	4544.2	4067.3	3899.4	3955.1	3488.2	3859.6	4146.5	3876.5	3741.7	4619	4362.1
Tmem55b	2368.1	2296.4	2423.4	1685.5	703.5	1637.4	1833.4	2374.8	2625	3355.7	3338.4	2226.5	766.9	1632.7	2741.7	2979.7
Tdp2	4096.5	4202.5	4315.4	4314.8	2941.8	4196	4206.9	4068	3671.3	3948.1	3660.7	4111	3370.5	4165	4081.7	4352
Apex1	4632.9	5030.6	4440.2	4404.1	4372.2	4007.8	4688.9	4818.5	4891.6	5315.3	4321.2	4552.5	4007	4126.4	4039	4660.9
Ddx26b	1941.3	1539.7	1891.1	2531.8	2036	1937.9	2546	1960.6	1841.9	1562.1	1681.8	2276.8	2034.9	2209.1	2011.1	1824.7
Fnip1	1515.6	1231.5	1156	1321.9	1272.9	1145.9	1282.1	1186.5	869.1	836.3	876.7	917.6	1283.8	1075.6	1237.8	1165.9
Fam214b	107.9	92.8	172.3	70.4	238.4	205	122.2	190.3	150.2	65.3	107.4	159.7	115.4	162.8	154.4	155.3
Fam65b	5542.7	4319.1	4981	4584.5	5463.2	5282.9	5907.7	5207.3	6395.8	5708	6558.8	6470.5	6853.1	6901	6990.2	6868.4
Mettl25	647.1	658	518	524.2	646	502.7	671	579.2	403	574.2	538.5	454.4	576.3	592.1	557.9	578.3
Tmtc2	166.9	83.3	116.2	115.5	203.3	192.4	106.6	107	31.1	94.1	104.8	119.3	96.2	144.7	94.1	64.6
Fam122b	854.4	824.6	844.6	978.1	781.2	1002.6	1018.6	1052.3	911.6	1095.5	732.1	640.6	1020.4	715.1	861.5	790.7
Parp2	5043.7	5207.9	5203.8	5383.1	4849.1	4750.6	4860.5	4901	5098.8	4862.1	4513.5	5341	5057.5	5293.6	5141.6	5126.7
Tmem63b	166.9	202.3	166.6	249	295.9	275.2	134.4	146.8	158.5	273.6	157.8	212.9	248.4	217.1	227.9	292.9
Zfp57	233.5	138	237.1	227.4	216.1	351.1	267.9	197.6	22.8	189.1	123.3	200.1	112.9	226.7	219.8	181.3
5031439G07Rik	330.1	450.9	504.7	367.2	525.8	509.8	372.8	339	884.7	1051.3	1272	944.2	1071.4	1085.3	667.4	887.2
Dnajb5	105	176.1	107.6	139.9	186.3	82.9	234.1	155.9	129.5	148.8	209.6	245.4	273.5	205	260.2	207.3
Fmnl2	201.6	171.3	160.9	166	216.1	172.7	295.6	121.5	465.1	300.5	171.1	313.4	536.9	233.9	272.7	200.6
Sugp2	2335.2	2023.9	2437.7	2295.4	3334.5	3309.9	2631.8	2479	2230.3	1682.2	2273.3	1886.5	2228.9	2914.5	2790.9	2572.6
Ptpn23	365.8	148.7	160.9	247.2	527.9	599.6	309.5	230.2	250.7	357.2	343.5	251.3	460.8	410	428.5	345.8
Smug1	594.6	537.8	672.3	538.7	734.4	800.4	514.1	455	469.3	593.4	627.4	566.7	516.9	506.5	503.5	548.1
Slc2a6	126.6	292.7	366.6	134.4	67.1	136.2	86.7	166.8	227.9	119.1	334.2	201.1	191.5	135.1	100	176.3
Galt	1797.8	1722.9	2409.1	2176.3	2097.8	1922.4	2237.4	2237.9	1878.1	1880.9	2246.8	2193	1765.6	1926.9	2130.9	2107.6
Sigmar1	2977.7	3405.3	3116.6	3361	3758.1	3262.1	2865	2958.5	3283.9	3769.5	3188.5	3455.6	3068.6	3598.2	2866.6	3070.3
Zranb3	972.5	1004.2	1066.5	1333.6	1227.2	1008.3	1146.9	1179.2	1158.2	1021.6	1233.5	1134.4	1463.6	1387.9	1190	1317.8
Slain2	1593.4	1343.3	1346.4	1000.6	374.6	858	1146	1487.4	1088.7	1145.4	1368.8	993.5	588	835.6	1380.4	1388.3
Hyal3	231.6	283.2	159	184.1	305.5	185.4	253.1	135.1	90.1	119.1	58.4	147.8	76.9	66.3	180.1	120.9
Arl5a	496.1	304.6	266.6	266.2	290.6	313.2	228.9	311.8	447.5	360	371.4	328.2	322	296.6	211	222.4
Fam178a	3287.1	3222.1	2796.6	3079.5	3719.8	3176.5	3570.6	3316.6	3477.6	2900.6	2831.7	3261.4	3368.9	3119.5	3306.2	3263.4
Vezt	826.2	566.4	567.5	786.8	676.9	599.6	950.1	492.2	1013.1	709.5	626	805.2	839.7	607.7	747.5	752.1
Rab3gap1	2531.2	2604.6	2445.3	2495.7	3211.1	2564.2	2748	2523.5	2295.6	2512.7	2719	2969.6	3065.3	3380	3281.9	3144.2
Prr5	921	780.5	741.8	497.2	201.2	473.2	640.6	682.5	2010.7	2862.2	2177.9	1353.2	422.4	1020.1	1625.2	1860.8
Mbnl3	1102	1082.8	1213.1	1199.1	1239.9	1377.6	919.7	1455.7	1188.2	1107	1059.7	1104.9	1198.5	1281.8	1247.4	1391.6
Lmo1	257	373.6	254.2	143.5	165	113.7	189	179.5	417.5	588.6	413.8	289.8	143	300.3	343.3	369.3
Metap2	11170.6	11899.6	12016.9	13004.7	10491	11440.6	11439.2	11858.6	10687.6	11008.9	9934.3	11149.2	10355	10171.3	9809.1	10893.9
Rpp25l	1235.1	1543.2	1279.8	1683.7	1607.1	1423.9	1354	1260.8	1234.8	1964.4	1281.2	1569.1	1533.9	1537.4	1190.8	1359.7
Rfxank	749.3	724.6	723.7	809.4	755.7	780.8	807.1	704.3	882.6	898.7	882	958	1038.8	827.2	974.7	732.8
Fam110c	124.7	78.5	163.8	131.7	220.3	109.5	87.6	148.7	0	4.8	34.5	8.9	6.7	72.4	19.8	0
Acaa1a	2258.3	2796.1	2856.6	2732.1	3173.8	2736.9	2601.5	2691.1	2438.5	2974.5	2908.7	3030.8	2952.4	2943.5	2954.1	3008.2
Mgat5	3817	3769.4	3728.9	4022.4	4066.8	3755	3322.7	3951.1	4557	3279.8	4349.1	3910.9	3914.2	3881.6	4702	4374.7
Prickle1	137.9	170.1	119	108.3	108.6	202.2	183.8	116.9	121.2	62.4	84.9	60.1	41	85.6	116.9	56.2
Surf6	1986.4	2078.7	1978.7	2170.9	2543.7	2083.9	2072.7	2211.6	1798.4	2222.7	1984.2	2126	2274.9	2252.5	1813.3	2211.7
Pphln1	4180	3737.3	4658.2	4234.4	3974.2	4775.9	4178.3	4095.2	4104.3	3366.2	3749.6	3883.3	3966.9	4367.6	3535.5	3696.5
Gatad2a	3311.5	3564.8	4009.8	4228.1	4179.6	4203	3605.3	4303.6	3107.8	3269.2	4235	3508.8	4142.5	4571.3	3606.1	4000.3
Hist1h1c	1831.6	1212.4	3312.7	1237.9	1222.9	1297.5	3254.2	2580.6	1490.7	954.4	2516.1	1017.2	1044.6	957.4	2893.8	1886.9
Sapcd1	73.2	77.3	67.6	73.1	62.8	59	73.7	51.7	433	369.7	171.1	160.7	159.7	136.3	157.3	157.8
Fam69b	2872.6	3184	2207.2	1625.9	670.5	1803.1	2312.8	2834.4	3608.1	4537.6	3875.6	2199.9	900.8	2065.6	3395.9	4272.3
Ankmy2	1796.9	1546.8	1681.6	1572.7	1756.1	1393	1673.9	1685	1828.4	1705.2	1428.5	1610.5	1447.7	1726.8	1598	1484
Gxylt1	518.6	370	395.2	443	361.9	577.2	548.7	373.4	364.6	404.2	358.1	366.6	388.9	355.7	264.6	468.4
Ndufa13	6586.5	7179.5	7162.5	7049.6	7011.8	6518.6	6428.7	6978.5	5390.9	6978.2	6438.1	6887.5	7029.6	6627.3	5925.9	6852.4
Rif1	2851	2236.9	2431.9	2915.3	2912	2873.1	2897.1	3083.6	3153.3	2346.6	2205.7	2950.9	3077.8	2652.9	2524.1	2304.9
Nepro	276.7	355.8	274.2	382.6	356.5	567.3	449.9	474.1	183.4	293.8	328.9	264.1	375.5	330.4	408.7	403.7
Znrd1as	283.2	238	196.2	234.6	233.1	438.1	327.7	252	163.7	227.6	275.9	259.2	235	261.7	343.3	328.2
Ska1	802.8	724.6	887.5	852.7	1027.1	731.6	762.8	866.5	1358.1	970.7	864.8	986.6	1091.5	1138.3	1175.3	982.9
Kctd1	2171.1	2219.1	1985.4	1598	1394.3	1593.8	1982.5	2223.4	1672	1956.7	1591.6	1862.8	1550.6	1942.6	2000	1894.4
Ube2r2	2520	2471.3	2380.5	2464.2	2091.4	2531.9	2773.1	2507.1	2527.6	2993.7	2180.5	2320.1	2291.6	2056	2555.7	2431.6
Gmip	1500.5	1194.6	1385.5	1409.4	2336.2	1481.5	1183.3	1602.5	1536.3	1975	2199.1	1818.5	2017.3	2139.2	2011.1	1868.4
Rbm43	4526	3624.3	3906.9	3823	3914.6	4146.8	3881.8	4098.8	3522.1	3449.8	3675.3	4246	4380.9	4209.6	3738.4	3822.4
Igfbp7	192.3	213	224.7	141.7	34.1	61.8	75.4	136.9	52.8	204.5	110.1	92.6	16.7	51.9	55.9	103.2
Pnpla8	2022.9	1751.4	1796.8	1598	1879.6	1846.6	2036.3	2015	1500	1346.1	1400.6	1608.5	1896.9	1720.7	2039.7	1818
Edc4	2686.9	2949.6	2806.2	2794.4	4224.3	2967.2	2649.1	3157	2542.1	2609.6	3098.3	2702.5	3256	3797.2	2950.4	2993.1
Lrrk2	234.5	318.9	267.6	325.7	191.6	363.7	386.6	335.4	168.9	140.2	128.7	169.5	118.8	143.5	266.1	237.5
9530068E07Rik	8163	8675.1	7879.5	7194	8351.7	8017	8398.2	8411.5	7319.8	7656.1	8143.7	8439.8	7958.8	7719.8	7680.4	7504.6
